oznam_title,contracting_authority_name,druh_postupu,druh_zakazky,druh_obstaravatela_clean,hlavna_cinnost_clean,main_cpv_code,cpv_others,deli_sa_casti,varianty,typ_obdobie,dlzka_zakazky_cleaned,kriteria_ponuk,el_aukcia,predch_uverejnen_zakazky,ziskanie_podkladov_deadline,ucast_deadline,published_on,bude_sa_opakovat_zakazka,eu_fondy,odoslanie_oznamenia,typ_ceny_oznamenia,estimatedpricecleaned,nazov_typu_oznamenia,miesto_prac_zakazky,estimatedprice_from_result,pocet_prijatych_ponuk,pocet_prijatych_el_ponuk,total_final_value_amount_clean,total_final_value_vat_included,total_final_value_vat_rate,total_final_value_amount_minus_vat,price_ratio,overpriced,druh_obstaravatela_clean_par
Laboratórne prístroje pre analýzy vody (EVO),Výskumný ústav vodného hospodárstva,Otvorená,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,VEDA A VÝSKUM,38000000-5,"{38432210-7,42968000-9,38432200-4,38433100-0,38433000-9,38519320-5,38510000-3,38436000-0,42910000-8,33191000-5,38540000-2,43411000-7,43414000-8,42113160-3,38421000-2,33191110-9,38500000-0,38310000-1,43134100-2,42943200-0}",Nie,Nie,v dňoch (od zadania zákazky),2,Najnižšia cena,Áno,Áno,4/1/2015 12:00:00 AM,4/1/2015 12:00:00 AM,2/16/2015 12:00:00 AM,Nie,Áno,2/11/2015 12:00:00 AM,Jedna hodnota,1525000,vyhlásenie verejnej súťaže (tovary),SK010,1525000,3,0,1760408,True,20,1408326.4,0.923492721311476,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
"Revitalizácia a obnova lesných spoločenstiev, ozdravné opatrenia v lesoch mesta Spišská Nová Ves",Lesy mesta Spišská Nová Ves s.r.o.,Otvorená,Služby,PODNIKATEĽSKÝ SUBJEKT,LESNÉ HOSOPDÁRSTVO,77231600-4,{60441000-1},Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Nie,Nie,7/29/2015 12:00:00 AM,7/29/2015 12:00:00 AM,6/23/2015 12:00:00 AM,Nie,Áno,6/18/2015 12:00:00 AM,Jedna hodnota,915000,vyhlásenie verejnej súťaže (služby),SK042,915000,2,0,1097821.33,True,20,878257.064,0.95984378579235,no,PODNIKATEĽSKÝ SUBJEKT
Generálna oprava podvozku vozidla Tatra s výmenou kabíny v počte 5 ks,Správa ciest Žilinského samosprávneho kraja,Otvorená,Služby,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,SPRÁVA CIEST,50114100-8,"{45453000-7,50116000-1}",Nie,Nie,v mesiacoch (od zadania zákazky),3,Najnižšia cena,Áno,Nie,5/18/2015 12:00:00 AM,5/18/2015 12:00:00 AM,4/7/2015 12:00:00 AM,Nie,Nie,4/2/2015 12:00:00 AM,Jedna hodnota,223330,vyhlásenie verejnej súťaže (služby),SK031,223330,3,3,222380,True,20,177904,0.796596964133793,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Počítačové zostavy a komponenty výpočtovej techniky,Trnavská univerzita v Trnave - Rektorát,Otvorená,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,VZDELÁVANIE,30213100-6,"{30213300-8,30216110-0,30230000-0,31154000-0,48820000-2,32420000-3,32422000-7}",Nie,Nie,v mesiacoch (od zadania zákazky),36,Iné,Áno,Áno,2/16/2015 12:00:00 AM,2/16/2015 12:00:00 AM,1/21/2015 12:00:00 AM,Nie,Áno,1/15/2015 12:00:00 AM,Jedna hodnota,6500000,vyhlásenie verejnej súťaže (tovary),SK021,6500000,7,0,6500000,False,"",6500000,1,yes,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Mikroskop s minimálne 1000-násobným zväščením s príslušenstvom,Ministerstvo vnútra Slovenskej republiky,Otvorená,Tovary,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,VEREJNÝ PORIADOK A BEZPEČNOSŤ,38518000-9,"",Nie,Nie,v dňoch (od zadania zákazky),4,Iné,Nie,Áno,7/27/2015 12:00:00 AM,7/27/2015 12:00:00 AM,6/15/2015 12:00:00 AM,Nie,Nie,6/10/2015 12:00:00 AM,Jedna hodnota,62000,vyhlásenie verejnej súťaže (tovary),SK01,62000,1,0,62000,False,"",62000,1,yes,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
Stavebné a bezpečnostné opatrenia na cestách I.tried v Prešovskom kraji,Slovenská správa ciest,Otvorená,Práce,ŠTÁTNA ROZPOČTOVÁ ORGANIZÁCIA,"INVESTIČNÁ VÝSTAVBA, SPRÁVA A ÚDRŽBA CIEST I.TRIEDY",45000000-7,"{45233000-9,45221100-3,45233220-7,45233320-8}",Nie,Nie,v dňoch (od zadania zákazky),6,Najnižšia cena,Nie,Áno,1/27/2015 12:00:00 AM,1/27/2015 12:00:00 AM,12/2/2014 12:00:00 AM,Nie,Áno,11/27/2014 12:00:00 AM,Jedna hodnota,9048000,vyhlásenie verejnej súťaže (stavebné práce),SK041,9048000,4,0,8669189.99,False,"",8669189.99,0.958133288019452,no,ŠTÁTNA ROZPOČTOVÁ ORGANIZÁCIA
MONOKRYŠTÁLOVÝ DIFRAKTOMETER,Slovenská technická univerzita v Bratislave - Rektorát,Otvorená,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,VZDELÁVANIE,33111000-1,"",Nie,Nie,v mesiacoch (od zadania zákazky),3,Najnižšia cena,Áno,Nie,5/19/2015 12:00:00 AM,5/19/2015 12:00:00 AM,4/7/2015 12:00:00 AM,"",Áno,4/2/2015 12:00:00 AM,Jedna hodnota,537500,vyhlásenie verejnej súťaže (tovary),SK010,537500,3,0,458333.33,False,"",458333.33,0.852713172093023,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Pracovná zdravotná služba,"Jadrová a vyraďovacia spoločnosť, a.s.",Otvorená,Služby,"OBCHODNÁ SPOLOČNOSŤ, § 6 ODS. 1 PÍSM. F) ZÁKONA Č. 25/2006 Z.Z.","VYRAĎOVANIE JADROVOENERGETICKÝCH ZARIADENÍ, NAKLADANIE S VYHORETÝM PALIVOM.",85147000-1,"",Nie,Nie,lehoty uskutočnenia,,Najnižšia cena,Nie,Áno,12/15/2014 12:00:00 AM,12/15/2014 12:00:00 AM,10/31/2014 12:00:00 AM,"",Nie,10/28/2014 12:00:00 AM,Jedna hodnota,290123.9,vyhlásenie verejnej súťaže (služby),SK01,290123.9,3,3,171700,False,"",171700,0.591816117183038,no,paragraf §6
Protipožiarna kukla pre príslušníkov HaZZ.,Ministerstvo vnútra Slovenskej republiky,Otvorená,Tovary,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,VEREJNÝ PORIADOK A BEZPEČNOSŤ,18443330-8,{18444000-3},Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Áno,Áno,1/27/2015 12:00:00 AM,1/27/2015 12:00:00 AM,11/27/2014 12:00:00 AM,Nie,Nie,11/21/2014 12:00:00 AM,Jedna hodnota,135000,vyhlásenie verejnej súťaže (tovary),SK0,135000,1,0,76050,False,"",76050,0.563333333333333,no,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
Dodávka diagnostickej technologickej linky pre výstupnú kontrolu teplovodných kotlov-2,Rudolf Bakala TERMOGAS,Otvorená,Tovary,"SAMOSTATNE ZÁROBKOVO ČINNÁ OSOBA, VEREJNÝ OBSTARÁVATEĽ PODĽA §7 ODS. 1",HOSPODÁRSTVO A FINANČNÉ ZÁLEŽITOSTI,38432300-5,{38540000-2},Nie,Nie,v dňoch (od zadania zákazky),3,Iné,Áno,Nie,11/4/2014 12:00:00 AM,11/4/2014 12:00:00 AM,9/25/2014 12:00:00 AM,Nie,Áno,9/23/2014 12:00:00 AM,Rozpätie hodnôt,132778,vyhlásenie verejnej súťaže (tovary),SK031,145556,3,3,132778,False,"",132778,1,yes,paragraf §7
„Digitálny lineárny urýchľovač s kompletným vybavením a potrebnou inštaláciou na mieste dodania“.,Ústredná vojenská nemocnica SNP Ružomberok - fakultná nemocnica,Otvorená,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,ZDRAVOTNÍCTVO,31643100-6,"",Nie,Nie,v mesiacoch (od zadania zákazky),4,Najnižšia cena,Áno,Áno,7/6/2015 12:00:00 AM,7/6/2015 12:00:00 AM,5/25/2015 12:00:00 AM,Nie,Áno,5/20/2015 12:00:00 AM,Jedna hodnota,3280000,vyhlásenie verejnej súťaže (tovary),SK031,3280000,2,0,3244000,False,"",3244000,0.989024390243902,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Nákup osobných motorových vozidiel.,NÁRODNÁ BANKA SLOVENSKA,Otvorená,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,HOSPODÁRSTVO A FINANČNÉ ZÁLEŽITOSTI,34110000-1,"",Nie,Nie,v mesiacoch (od zadania zákazky),7,Najnižšia cena,Áno,Nie,12/15/2015 12:00:00 AM,12/15/2015 12:00:00 AM,11/3/2015 12:00:00 AM,Nie,Nie,10/30/2015 12:00:00 AM,Jedna hodnota,208330,vyhlásenie verejnej súťaže (tovary),SK01,208330,3,0,152650,False,"",152650,0.732731723707579,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Poskytovanie servisných služieb (SLA) pre sieťovú infraštruktúru rezortu spravodlivosti,Ministerstvo spravodlivosti Slovenskej republiky,Otvorená,Služby,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,VŠEOBECNÉ VEREJNÉ SLUŽBY,72250000-2,"{72251000-9,72253200-5,72267100-0,50312300-8,50312600-1,50324200-4}",Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Áno,Áno,12/4/2015 12:00:00 AM,12/4/2015 12:00:00 AM,10/22/2015 12:00:00 AM,"",Nie,10/19/2015 12:00:00 AM,Jedna hodnota,3076000,vyhlásenie verejnej súťaže (služby),SK,3076000,3,0,3629000,True,20,2903200,0.943823146944083,no,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
Zariadenie na detekčnú kontrolu výbušnín (ETD Explosive Trace Detektor) pre potreby kontroly CARGO na Letisku M. R. Štefánika v Bratislave,"Letisko M. R. Štefánika - Airport Bratislava, a.s. (BTS)",Otvorená,Tovary,"LETISKO M. R. ŠTEFÁNIKA  AIRPORT BRATISLAVA, A.S. (BTS) JE SUBJEKTOM, SPĹŇAJÚCIM PODMIENKY § 6, KTORÝ ZÁROVEŇ VYKONÁVA ČINNOSTI PODĽA § 8 ODS. 9 PÍSM. B) ZÁKONA Č. 25/2006 Z. Z. O VEREJNOM OBSTARÁVANÍ A O ZMENE A DOPLNENÍ NIEKTORÝCH ZÁKONOV V ZNENÍ NESKORŠÍCH PREDPISOV.",PREVÁDZKOVANIE VEREJNÝCH LETÍSK,38546000-4,"",Nie,Nie,lehoty uskutočnenia,,Iné,Áno,Nie,4/23/2015 12:00:00 AM,4/23/2015 12:00:00 AM,3/18/2015 12:00:00 AM,Nie,Nie,3/13/2015 12:00:00 AM,Jedna hodnota,53000,vyhlásenie verejnej súťaže (tovary),SK010,53000,3,0,27300,False,"",27300,0.515094339622642,no,paragraf §6
Poistenie zodpovednosti za škodu spôsobenú pri poskytovaní leteckých navigačných služieb na letisku Sliač,Ministerstvo obrany Slovenskej republiky -  Akvizičná agentúra,Otvorená,Služby,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,OBRANA,66516400-4,"",Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Áno,Áno,11/2/2015 12:00:00 AM,11/2/2015 12:00:00 AM,9/21/2015 12:00:00 AM,"",Nie,9/16/2015 12:00:00 AM,Rozpätie hodnôt,1600000,vyhlásenie verejnej súťaže (služby),SK,1927054,1,0,1486725.3,False,"",1486725.3,0.9292033125,no,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
Echokardiografický USG systém,Fakultná nemocnica s poliklinikou J. A. Reimana v Prešove,Otvorená,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,ZDRAVOTNÍCTVO,33112340-3,"{51410000-9,80561000-4}",Nie,Nie,v dňoch (od zadania zákazky),2,Najnižšia cena,Áno,Áno,12/4/2014 12:00:00 AM,12/4/2014 12:00:00 AM,10/20/2014 12:00:00 AM,Nie,Nie,10/15/2014 12:00:00 AM,Jedna hodnota,356200,vyhlásenie verejnej súťaže (tovary),SK041,356200,2,0,261300,True,20,209040,0.586861313868613,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Komunikačno-informačná kampaň k Operačnému programu Doprava a Operačnému programu Integrovaná infraštruktúra,"Ministerstvo dopravy, výstavby a regionálneho rozvoja Slovenskej republiky",Otvorená,Služby,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,VŠEOBECNÉ VEREJNÉ SLUŽBY,79340000-9,"{79313000-1,79341200-8,79341400-0,79342200-5,79800000-2}",Nie,Nie,v mesiacoch (od zadania zákazky),12,Iné,Nie,Áno,4/17/2015 12:00:00 AM,4/17/2015 12:00:00 AM,3/5/2015 12:00:00 AM,"",Áno,2/27/2015 12:00:00 AM,Jedna hodnota,5000000,vyhlásenie verejnej súťaže (služby),SK01,5000000,3,0,5000000,False,"",5000000,1,yes,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
"Národná teleprezentačná infraštruktúra pre podporu vy´skumu, vy´voja a transferu technologií",Centrum vedecko-technických informácií SR,Otvorená,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,VZDELÁVANIE,32232000-8,"{32323100-4,32323400-7,32333000-6,32333100-7,32333200-8,32333300-9,32350000-1,32351000-8,48515000-1,72212515-2,32321200-1,30234000-8,32351300-1,48821000-9,30231000-7,32320000-2,32520000-4}",Nie,Nie,v mesiacoch (od zadania zákazky),3,Najnižšia cena,Áno,Áno,7/21/2015 12:00:00 AM,7/21/2015 12:00:00 AM,6/11/2015 12:00:00 AM,Nie,Áno,6/5/2015 12:00:00 AM,Jedna hodnota,16249983.33,vyhlásenie verejnej súťaže (tovary),SK0,16249983.33,3,0,16087000,False,"",16087000,0.9899702463264,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Dodávka kancelárskych potrieb,Dopravný úrad,Otvorená,Tovary,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,VŠEOBECNÉ VEREJNÉ SLUŽBY,30192000-1,"",Nie,Nie,v mesiacoch (od zadania zákazky),36,Najnižšia cena,Áno,Nie,9/21/2015 12:00:00 AM,9/21/2015 12:00:00 AM,8/10/2015 12:00:00 AM,Nie,Nie,8/4/2015 12:00:00 AM,Jedna hodnota,45000,vyhlásenie verejnej súťaže (tovary),SK0,45000,5,5,26486.2,True,20,21188.96,0.470865777777778,no,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
Čistenie odlučovačov ropných látok.,"Národná diaľničná spoločnosť, a.s.",Otvorená,Služby,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,"PRÍPRAVA, VÝSTAVBA A PREVÁDZKA DIAĽNIC A RÝCHLOSTNÝCH CIEST",90000000-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Áno,Áno,6/18/2015 12:00:00 AM,6/18/2015 12:00:00 AM,5/22/2015 12:00:00 AM,"",Nie,5/18/2015 12:00:00 AM,Jedna hodnota,1700000,vyhlásenie verejnej súťaže (služby),SK0,1700000,4,0,1700000,False,"",1700000,1,yes,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Technická podpora hardvérového a softvérového vybavenia pre Dátové centrum pre výskum a vývoj,Centrum vedecko-technických informácií SR,Otvorená,Služby,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,VZDELÁVANIE,50312600-1,{72500000-0},Nie,Nie,v mesiacoch (od zadania zákazky),36,Najnižšia cena,Áno,Áno,2/8/2016 12:00:00 AM,2/8/2016 12:00:00 AM,12/23/2015 12:00:00 AM,"",Áno,12/21/2015 12:00:00 AM,Rozpätie hodnôt,5672440,vyhlásenie verejnej súťaže (služby),SK0,5672440,3,3,5524999,False,"",5524999,0.974007481789142,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Základné chemikálie pre lekársky výskum na ÚMFG SAV,Ústav molekulárnej fyziológie a genetiky SAV,Otvorená,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,"VEDA, VÝSKUM",24300000-7,"{33690000-3,33693100-5,33694000-1,33696500-0,24965000-6,33651520-9,33696600-1,24950000-8,33696300-8,09222000-1,24311000-7}",Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Áno,Nie,1/16/2015 12:00:00 AM,1/16/2015 12:00:00 AM,11/28/2014 12:00:00 AM,Nie,Nie,11/24/2014 12:00:00 AM,Jedna hodnota,238777.1,vyhlásenie verejnej súťaže (tovary),SK010,238777.1,3,3,224200,False,"",224200,0.938951013309065,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Príprava a dovoz celodennej liečebnej výživy / stravy pre detských pacientov a ich sprievodcov,Detská fakultná nemocnica Košice,Otvorená,Služby,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,ZDRAVOTNÍCTVO,55321000-6,{55521200-0},Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Áno,Áno,1/21/2015 12:00:00 AM,1/21/2015 12:00:00 AM,12/10/2014 12:00:00 AM,Áno,Nie,12/5/2014 12:00:00 AM,Rozpätie hodnôt,790000,vyhlásenie verejnej súťaže (služby),SK042,840000,2,0,784155,True,0,784155,0.992601265822785,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Poskytnutie služieb komplexnej objektovej ochrany,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky",Otvorená,Služby,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,VŠEOBECNÉ VEREJNÉ SLUŽBY,79710000-4,"{31625000-3,45233292-2,45350000-5,79711000-1,71356000-8,72222300-0,72260000-5,72317000-0,72322000-8,72500000-0,45310000-3,48800000-6}",Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Nie,Áno,10/22/2014 12:00:00 AM,10/22/2014 12:00:00 AM,9/5/2014 12:00:00 AM,Nie,Nie,9/3/2014 12:00:00 AM,Jedna hodnota,1200000,vyhlásenie verejnej súťaže (služby),SK010,1200000,3,3,1176510.06,False,"",1176510.06,0.98042505,no,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
Zariadenia pre projekt „Dobudovanie centra pre inovácie a prenos vedy do praxe v oblasti potravinárstva“,Národné poľnohospodárske a potravinárske centrum,Otvorená,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,VÝSKUM A VÝVOJ,38570000-1,"{38000000-5,39180000-7,39181000-4,38126300-7,38300000-8,30132000-3,34972000-1,44613110-4,39713211-5,42636000-3,44610000-9,42913300-2,44613600-6,42415210-3,33114000-2,38432210-7,38311000-8,33152000-0,33191100-6,33191110-9,42943210-3,38425200-2,51430000-5,51100000-3,51200000-4,80000000-4,80531200-7}",Nie,Nie,v mesiacoch (od zadania zákazky),7,Najnižšia cena,Áno,Áno,8/27/2014 12:00:00 AM,8/27/2014 12:00:00 AM,7/15/2014 12:00:00 AM,"",Áno,7/10/2014 12:00:00 AM,Jedna hodnota,2272682.5,vyhlásenie verejnej súťaže (tovary),SK021,2272682.5,3,3,2654400,True,20,2123520,0.934367207033979,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
I/79 Trebišov – Veľaty rekonštrukcia,Slovenská správa ciest,Otvorená,Práce,ŠTÁTNA ROZPOČTOVÁ ORGANIZÁCIA,"INVESTIČNÁ VÝSTAVBA, SPRÁVA A ÚDRŽBA CIEST I.TRIEDY",45000000-7,"{45233000-9,45221100-3,45233220-7,45233320-8}",Nie,Nie,v dňoch (od zadania zákazky),6,Najnižšia cena,Nie,Áno,1/28/2015 12:00:00 AM,1/28/2015 12:00:00 AM,12/2/2014 12:00:00 AM,Nie,Áno,11/28/2014 12:00:00 AM,Jedna hodnota,7754000,vyhlásenie verejnej súťaže (stavebné práce),SK042,7754000,3,0,7450606.873,False,"",7450606.873,0.960872694480268,no,ŠTÁTNA ROZPOČTOVÁ ORGANIZÁCIA
Nákup výpočtovej techniky (EVO),Štátna ochrana prírody Slovenskej republiky,Otvorená,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,ŽIVOTNÉ PROSTREDIE,30200000-1,"{30213000-5,30231000-7,30216110-0,30213100-6,30213200-7,31154000-0,30234500-3,30234600-4,30232100-5,30121100-4,30232130-4,30191200-6,48920000-3}",Nie,Nie,v mesiacoch (od zadania zákazky),3,Najnižšia cena,Áno,Nie,9/25/2014 12:00:00 AM,9/25/2014 12:00:00 AM,8/21/2014 12:00:00 AM,Nie,Áno,8/15/2014 12:00:00 AM,Jedna hodnota,500000,vyhlásenie verejnej súťaže (tovary),SK0,500000,6,0,407100,False,"",407100,0.8142,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
"D1 Fričovce - Svinia, GTM počas prevádzky","Národná diaľničná spoločnosť, a.s.",Otvorená,Služby,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,"PRÍPRAVA, VÝSTAVBA, PREVÁDZKA A ÚDRŽBA DIAĽNÍC A RÝCHLOSTNÝCH CIEST",71332000-4,{71351000-3},Nie,Nie,v mesiacoch (od zadania zákazky),60,Najnižšia cena,Nie,Áno,9/22/2015 12:00:00 AM,9/22/2015 12:00:00 AM,8/26/2015 12:00:00 AM,"",Nie,8/20/2015 12:00:00 AM,Jedna hodnota,280000,vyhlásenie verejnej súťaže (služby),SK010,280000,2,0,271619,False,"",271619,0.970067857142857,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Zemný plyn,Národné poľnohospodárske a potravinárske centrum,Otvorená,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,VÝSKUM A VÝVOJ,09123000-7,"",Nie,Nie,lehoty uskutočnenia,,Najnižšia cena,Áno,Áno,11/2/2015 12:00:00 AM,11/2/2015 12:00:00 AM,9/18/2015 12:00:00 AM,Nie,Nie,9/14/2015 12:00:00 AM,Jedna hodnota,650248.08,vyhlásenie verejnej súťaže (tovary),SK0,650248.08,6,6,650248.08,False,"",650248.08,1,yes,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Lieky ATC skupiny L02BA03,"Všeobecná zdravotná poisťovňa, a.s.",Otvorená,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,ZDRAVOTNÉ POISTENIE,33652000-5,"",Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Áno,Áno,5/11/2015 12:00:00 AM,5/11/2015 12:00:00 AM,4/2/2015 12:00:00 AM,Nie,Nie,3/30/2015 12:00:00 AM,Jedna hodnota,4867950,vyhlásenie verejnej súťaže (tovary),SK0,4867950,4,0,4528240,False,"",4528240,0.930214977557288,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
"Dodávka tonerových a atramentových náplní a pások do tlačiarní, faxových strojov, kopírovacích strojov a multifunkčných zariadení a súvisiace služby",Ministerstvo životného prostredia Slovenskej republiky,Otvorená,Tovary,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,VŠEOBECNÉ VEREJNÉ SLUŽBY,30237310-5,"{22610000-9,30125110-5,90510000-5}",Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Áno,Áno,11/10/2014 12:00:00 AM,11/10/2014 12:00:00 AM,9/24/2014 12:00:00 AM,"",Áno,9/22/2014 12:00:00 AM,Jedna hodnota,4731317.65,vyhlásenie verejnej súťaže (tovary),SK0,4731317.65,3,0,5448000,True,20,4358400,0.921181016032606,no,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
Ramanov spektrometer s Fourierovou transformáciou,Slovenská technická univerzita v Bratislave - Rektorát,Otvorená,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,VZDELÁVANIE,38433000-9,"",Nie,Nie,v mesiacoch (od zadania zákazky),3,Najnižšia cena,Áno,Nie,4/16/2015 12:00:00 AM,4/16/2015 12:00:00 AM,3/6/2015 12:00:00 AM,Nie,Áno,2/28/2015 12:00:00 AM,Jedna hodnota,150000,vyhlásenie verejnej súťaže (tovary),SK010,150000,3,0,179400,True,20,143520,0.9568,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
"Zber, odvoz a likvidácia komunálneho odpadu z obce Dunajská Lužná",Obec Dunajská Lužná,Otvorená,Služby,REGIONÁLNY ALEBO MIESTNY ORGÁN,ŽIVOTNÉ PROSTREDIE,90510000-5,"",Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Áno,Nie,10/19/2015 12:00:00 AM,10/19/2015 12:00:00 AM,9/9/2015 12:00:00 AM,Nie,Nie,9/3/2015 12:00:00 AM,Jedna hodnota,550000,vyhlásenie verejnej súťaže (služby),SK01,550000,2,0,659359.36,True,20,527487.488,0.95906816,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Lieky ATC skupiny L01XX32,"Všeobecná zdravotná poisťovňa, a.s.",Otvorená,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,ZDRAVOTNÉ POISTENIE,33652000-5,"",Nie,Nie,v mesiacoch (od zadania zákazky),12,Najnižšia cena,Áno,Áno,5/11/2015 12:00:00 AM,5/11/2015 12:00:00 AM,4/2/2015 12:00:00 AM,Nie,Nie,3/30/2015 12:00:00 AM,Jedna hodnota,3102407,vyhlásenie verejnej súťaže (tovary),SK0,3102407,5,0,3013780,False,"",3013780,0.971432826189472,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
